id,category,creator_id,level,maxUsers,price,title,duration,datetime,creator,description,enrolled_users
558,Total Body Conditioning,144,begginer,34,18.79,A Total Body Conditioning class,0 h 30 min,2023-01-30 16:00:00.530965,carrie_moody,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
559,Spinning,270,intermediate,16,16.93,A Spinning class,2 h ,2022-06-17 07:00:00.530965,tina_thomas,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
560,Zumba,929,advanced,25,15.65,A Zumba class,1 h 50 min,2023-01-14 13:00:00.530965,michelle_kaufman_md,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration.",[]
561,Body Pump,684,begginer,18,15.02,A Body Pump class,1 h 50 min,2022-06-02 00:00:00.530965,krista_diaz,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident.",[]
562,Body Pump,495,begginer,40,18.09,A Body Pump class,2 h ,2022-06-28 20:30:00.530965,alex_olson,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident.",[]
563,Total Body Conditioning,221,begginer,9,18.29,A Total Body Conditioning class,0 h ,2023-01-17 21:00:00.530965,julie_duran,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
564,HIIT,198,advanced,48,17.78,A HIIT class,2 h ,2023-03-27 01:30:00.530965,tina_freeman,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.,[]
565,Kickboxing,735,begginer,18,14.26,A Kickboxing class,0 h 30 min,2023-04-15 00:30:00.530965,jenna_thomas,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment.",[]
566,CrossFit,981,intermediate,9,18.18,A CrossFit class,2 h ,2022-07-22 14:30:00.530965,marc_townsend,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness.",[]
567,CrossFit,604,advanced,49,17.13,A CrossFit class,0 h 30 min,2023-01-11 00:00:00.530965,brenda_webb_md,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness.",[]
568,Spinning,651,all levels,44,16.39,A Spinning class,0 h 45 min,2022-09-11 07:00:00.530965,rachel_acevedo,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
569,CrossFit,528,advanced,21,19.71,A CrossFit class,1 h 5 min,2022-12-31 05:00:00.530965,kyle_shelton,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness.",[]
570,Personalized,746,begginer,39,16.64,A Personalized class,0 h 30 min,2022-07-23 22:30:00.530965,angela_davis,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation.",[]
571,Aerobics,352,all levels,37,13.5,A Aerobics class,0 h 55 min,2022-07-24 01:00:00.530965,pamela_fox,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
572,Spinning,495,begginer,21,18.84,A Spinning class,0 h ,2022-06-11 23:30:00.530965,alex_olson,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
573,Zumba,294,begginer,22,12.57,A Zumba class,2 h ,2022-09-30 21:30:00.530965,stacy_simmons,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration.",[]
574,Spinning,209,all levels,9,14.39,A Spinning class,0 h 35 min,2022-07-14 18:00:00.530965,robert_murphy,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
575,Stretching,144,advanced,16,10.54,A Stretching class,1 h 30 min,2022-06-19 22:00:00.530965,carrie_moody,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief.",[]
576,CrossFit,129,advanced,34,7.59,A CrossFit class,2 h ,2022-09-05 23:30:00.530965,jill_smith,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness.",[]
577,Personalized,833,advanced,26,17.13,A Personalized class,0 h 45 min,2023-03-29 19:30:00.530965,sheila_joseph,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation.",[]
578,Zumba,166,all levels,10,19.04,A Zumba class,0 h 20 min,2022-07-17 06:00:00.530965,rachel_romero,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration.",[]
579,Barre,198,advanced,26,15.85,A Barre class,0 h 25 min,2022-08-09 18:30:00.530965,tina_freeman,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina.",[]
580,Body Combat,392,advanced,13,15.73,A Body Combat class,2 h ,2022-08-10 11:30:00.530965,leslie_barnes,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session.",[]
581,Yoga,171,all levels,35,17.36,A Yoga class,2 h ,2022-07-13 23:30:00.530965,michael_shaw,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment.",[]
582,Total Body Conditioning,956,intermediate,46,13.18,A Total Body Conditioning class,2 h ,2022-12-01 20:30:00.530965,john_robinson,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
583,Pilates,261,begginer,21,13.78,A Pilates class,0 h ,2022-12-18 02:30:00.530965,daniel_gomez,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace.",[]
584,GAP,745,begginer,50,16.71,A GAP class,2 h ,2022-09-04 21:00:00.530965,ronnie_short,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique.",[]
585,CrossFit,960,intermediate,24,17.22,A CrossFit class,0 h 40 min,2022-08-28 03:00:00.530965,paul_johnson,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness.",[]
586,Yoga,438,advanced,32,14.78,A Yoga class,1 h 55 min,2022-08-03 02:00:00.530965,gail_johnson,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment.",[]
587,Barre,174,intermediate,2,13.7,A Barre class,2 h ,2023-05-16 01:00:00.530965,keith_ramirez,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina.",[]
588,Yoga,537,intermediate,38,11.81,A Yoga class,0 h 20 min,2023-03-07 18:00:00.530965,john_bell,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment.",[]
589,Stretching,502,all levels,1,11.68,A Stretching class,1 h 10 min,2023-05-08 21:00:00.530965,pamela_cruz,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief.",[]
590,Body Combat,207,begginer,16,17.19,A Body Combat class,2 h ,2023-01-14 19:30:00.530965,anthony_skinner,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session.",[]
591,Zumba,51,begginer,11,19.93,A Zumba class,0 h 5 min,2022-05-30 23:00:00.530965,emily_mendez,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration.",[]
592,Body Pump,149,all levels,23,12.18,A Body Pump class,0 h 55 min,2022-08-05 08:00:00.530965,kimberly_mayo,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident.",[]
593,Body Combat,793,all levels,50,18.69,A Body Combat class,0 h 45 min,2022-09-23 10:00:00.530965,justin_ryan,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session.",[]
594,Boxing,780,intermediate,48,12.79,A Boxing class,1 h 40 min,2023-03-26 03:30:00.530965,amanda_nelson,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
595,Aerobics,596,all levels,16,14.82,A Aerobics class,2 h ,2022-12-14 15:30:00.530965,terri_dunn,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
596,Total Body Conditioning,174,begginer,16,12.02,A Total Body Conditioning class,1 h 35 min,2022-08-16 00:30:00.530965,keith_ramirez,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
597,Aerobics,188,all levels,36,14.38,A Aerobics class,2 h ,2022-09-21 05:30:00.530965,emily_king,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
598,Kickboxing,236,begginer,10,15.21,A Kickboxing class,2 h ,2022-06-14 08:00:00.530965,vanessa_graham,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment.",[]
599,Other,773,begginer,2,13.29,A Other class,1 h 45 min,2022-12-06 19:00:00.530965,leslie_cook,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
600,Body Combat,347,all levels,27,11.82,A Body Combat class,1 h 45 min,2022-09-27 07:00:00.530965,bryan_miller,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session.",[]
601,Kickboxing,141,intermediate,19,21.6,A Kickboxing class,0 h 5 min,2023-01-12 05:00:00.530965,jermaine_shepherd,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment.",[]
602,Aerobics,825,begginer,33,11.86,A Aerobics class,2 h ,2023-03-20 17:00:00.530965,kelly_adams_jr_,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
603,Boxing,689,begginer,10,14.76,A Boxing class,2 h ,2022-08-04 13:30:00.530965,michael_medina,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
604,Personalized,529,intermediate,21,12.23,A Personalized class,1 h 30 min,2023-04-02 08:00:00.530965,michael_sampson,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation.",[]
605,Spinning,419,intermediate,19,10.6,A Spinning class,2 h ,2023-02-02 05:30:00.530965,maria_bradley,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
606,Zumba,860,intermediate,27,18.66,A Zumba class,0 h 15 min,2022-08-27 02:00:00.530965,alan_barrera,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration.",[]
607,Spinning,375,intermediate,49,8.47,A Spinning class,0 h 40 min,2022-06-27 17:30:00.530965,jacqueline_haas,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
608,ABS,507,begginer,41,16.41,A ABS class,0 h 20 min,2023-04-06 22:30:00.530965,kimberly_solis,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability.",[]
609,CrossFit,753,advanced,10,9.63,A CrossFit class,0 h ,2023-03-25 11:30:00.530965,richard_thompson,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness.",[]
610,ABS,425,advanced,46,20.4,A ABS class,0 h 55 min,2022-07-15 22:00:00.530965,chad_ho,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability.",[]
611,Other,340,all levels,2,14.97,A Other class,1 h 40 min,2023-04-24 17:30:00.530965,heather_kennedy,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
612,Zumba,74,intermediate,9,20.32,A Zumba class,1 h 55 min,2023-01-01 12:30:00.530965,leslie_johnson,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration.",[]
613,Body Combat,222,all levels,23,12.12,A Body Combat class,2 h ,2023-05-04 22:30:00.530965,eric_morrison,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session.",[]
614,Stretching,874,advanced,2,15.75,A Stretching class,2 h ,2022-11-01 18:30:00.530965,mary_morton,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief.",[]
615,Zumba,596,advanced,19,11.92,A Zumba class,1 h 35 min,2022-12-09 14:30:00.530965,terri_dunn,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration.",[]
616,Spinning,648,advanced,29,15.12,A Spinning class,1 h 10 min,2023-02-17 23:00:00.530965,emily_schneider,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
617,Body Combat,909,intermediate,22,11.79,A Body Combat class,1 h 30 min,2022-11-30 01:30:00.530965,andrea_pena,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session.",[]
618,Aerobics,140,advanced,35,15.26,A Aerobics class,1 h 20 min,2022-05-31 06:30:00.530965,daniel_gray,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
619,Aerobics,300,intermediate,30,17.8,A Aerobics class,1 h 20 min,2022-05-30 08:00:00.530965,kristin_roberts,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
620,Stretching,557,intermediate,36,9.18,A Stretching class,0 h 40 min,2022-10-03 11:00:00.530965,justin_brown,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief.",[]
621,CrossFit,188,intermediate,11,12.68,A CrossFit class,2 h ,2023-03-29 22:30:00.530965,emily_king,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness.",[]
622,Kickboxing,908,intermediate,11,11.52,A Kickboxing class,1 h 15 min,2023-04-05 03:30:00.530965,lori_mathis,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment.",[]
623,Other,813,advanced,47,10.26,A Other class,1 h 5 min,2023-04-13 19:00:00.530965,rebecca_serrano,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
624,GAP,596,all levels,46,20.43,A GAP class,0 h 30 min,2023-01-28 08:30:00.530965,terri_dunn,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique.",[]
625,Total Body Conditioning,713,all levels,31,16.38,A Total Body Conditioning class,0 h 35 min,2022-10-31 23:30:00.530965,alexander_jackson,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
626,Body Combat,952,advanced,43,16.19,A Body Combat class,1 h 40 min,2023-03-31 10:00:00.530965,mr__jeffery_cannon,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session.",[]
627,Other,386,all levels,18,16.74,A Other class,2 h ,2022-07-04 12:30:00.530965,william_anderson,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
628,ABS,492,intermediate,35,13.58,A ABS class,2 h ,2022-12-16 04:30:00.530965,jacob_carlson,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability.",[]
629,ABS,434,begginer,27,18.94,A ABS class,1 h 40 min,2022-10-15 02:00:00.530965,lee_roth,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability.",[]
630,HIIT,562,begginer,22,16.14,A HIIT class,0 h 35 min,2022-07-14 09:30:00.530965,vanessa_bowman,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.,[]
631,Yoga,648,intermediate,3,13.49,A Yoga class,1 h 55 min,2023-01-22 02:30:00.530965,emily_schneider,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment.",[]
632,Body Pump,10,advanced,6,12.65,A Body Pump class,0 h 50 min,2023-02-03 14:30:00.530965,nathan_wong,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident.",[]
633,Boxing,495,all levels,7,15.94,A Boxing class,0 h 25 min,2023-05-17 04:30:00.530965,alex_olson,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
634,Total Body Conditioning,306,advanced,31,14.91,A Total Body Conditioning class,0 h 30 min,2023-03-08 19:30:00.530965,mary_mann,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
635,Body Pump,726,begginer,17,12.86,A Body Pump class,0 h 50 min,2022-05-31 04:00:00.530965,kyle_shea,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident.",[]
636,Body Combat,537,advanced,7,20.77,A Body Combat class,2 h ,2022-07-03 08:00:00.530965,john_bell,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session.",[]
637,Body Combat,956,all levels,37,12.62,A Body Combat class,0 h ,2023-01-28 08:00:00.530965,john_robinson,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session.",[]
638,Body Combat,347,begginer,24,15.94,A Body Combat class,1 h 20 min,2022-06-10 13:00:00.530965,bryan_miller,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session.",[]
639,Stretching,763,all levels,44,16.15,A Stretching class,2 h ,2022-12-24 14:30:00.530965,perry_castillo,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief.",[]
640,Other,283,all levels,12,16.03,A Other class,2 h ,2023-01-18 23:30:00.530965,erin_curtis,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
641,Body Combat,419,all levels,33,11.28,A Body Combat class,0 h 20 min,2022-10-04 01:00:00.530965,maria_bradley,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session.",[]
642,Total Body Conditioning,608,all levels,23,15.73,A Total Body Conditioning class,1 h 10 min,2022-07-11 13:00:00.530965,william_fischer,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
643,Personalized,125,all levels,8,11.18,A Personalized class,2 h ,2022-07-26 07:00:00.530965,virginia_schneider,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation.",[]
644,Personalized,223,intermediate,23,19.68,A Personalized class,0 h 5 min,2022-09-07 02:00:00.530965,angela_gomez,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation.",[]
645,Other,316,begginer,18,10.96,A Other class,1 h 50 min,2022-10-05 03:00:00.530965,darius_burnett,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
646,Boxing,392,advanced,41,15.88,A Boxing class,2 h ,2022-06-08 20:30:00.530965,leslie_barnes,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
647,Kickboxing,275,begginer,44,17.62,A Kickboxing class,1 h 20 min,2022-11-20 07:30:00.530965,karen_walters,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment.",[]
648,Yoga,793,all levels,2,15.37,A Yoga class,2 h ,2022-06-14 13:00:00.530965,justin_ryan,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment.",[]
649,CrossFit,430,advanced,29,14.86,A CrossFit class,0 h 5 min,2022-08-08 04:30:00.530965,melanie_allen,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness.",[]
650,Body Pump,272,all levels,40,17.87,A Body Pump class,0 h 15 min,2022-10-31 00:00:00.530965,austin_pruitt,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident.",[]
651,GAP,745,begginer,43,10.89,A GAP class,1 h 10 min,2022-09-12 14:30:00.530965,ronnie_short,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique.",[]
652,Other,419,all levels,8,12.47,A Other class,0 h 30 min,2023-02-28 22:30:00.530965,maria_bradley,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
653,Body Pump,325,advanced,20,15.47,A Body Pump class,0 h 30 min,2023-01-01 02:30:00.530965,thomas_clark,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident.",[]
654,Yoga,352,intermediate,17,10.09,A Yoga class,2 h ,2022-12-14 20:30:00.530965,pamela_fox,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment.",[]
655,Yoga,753,all levels,27,18.71,A Yoga class,1 h 45 min,2023-02-20 13:00:00.530965,richard_thompson,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment.",[]
656,Other,937,begginer,47,14.61,A Other class,2 h ,2022-10-28 12:00:00.530965,kyle_wells,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
657,Total Body Conditioning,642,intermediate,50,11.12,A Total Body Conditioning class,0 h 5 min,2023-03-24 22:00:00.530965,laura_rodriguez,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
658,GAP,932,begginer,4,18.08,A GAP class,1 h 55 min,2022-07-27 07:30:00.530965,deborah_peters,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique.",[]
659,Yoga,685,all levels,20,11.1,A Yoga class,2 h ,2022-06-07 01:00:00.530965,lisa_ramirez,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment.",[]
