id,category,creator_id,level,maxUsers,price,title,duration,datetime,creator,description
1426,Aerobics,143,intermediate,8,19.5,A Aerobics class,2 h ,2023-08-29 19:30:00.562059,angel_phillips,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout."
1427,Pilates,615,intermediate,50,14.05,A Pilates class,0 h 10 min,2023-10-11 17:00:00.562059,felicia_howard,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace."
1428,Body Pump,370,advanced,21,13.64,A Body Pump class,0 h 40 min,2023-09-10 11:30:00.562059,antonio_gibson,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident."
1429,Body Pump,625,intermediate,15,11.99,A Body Pump class,2 h ,2023-12-07 01:30:00.562059,tyler_fox,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident."
1430,GAP,113,begginer,11,16.5,A GAP class,1 h 55 min,2023-12-02 13:30:00.562059,calvin_smith,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique."
1431,Aerobics,487,advanced,10,12.03,A Aerobics class,1 h 10 min,2023-09-11 16:30:00.562059,rebecca_sanchez,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout."
1432,Barre,781,intermediate,12,16.16,A Barre class,2 h ,2023-10-09 13:30:00.562059,angel_ingram,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina."
1433,GAP,823,begginer,1,14.5,A GAP class,2 h ,2023-07-08 22:30:00.562059,amber_walker,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique."
1434,Stretching,122,all levels,30,15.07,A Stretching class,2 h ,2023-09-30 09:00:00.562059,helen_miller,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief."
1435,Spinning,615,intermediate,1,17.54,A Spinning class,1 h 10 min,2023-07-09 09:30:00.562059,felicia_howard,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience."
1436,Body Combat,575,advanced,47,13.51,A Body Combat class,1 h 15 min,2023-12-18 21:30:00.562059,carl_burke,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session."
1437,Kickboxing,333,all levels,25,15.58,A Kickboxing class,0 h 35 min,2024-02-12 09:30:00.562059,john_christensen,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment."
1438,Personalized,955,all levels,23,15.2,A Personalized class,2 h ,2023-07-02 21:00:00.562059,samuel_nguyen,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1439,Personalized,531,advanced,28,22.32,A Personalized class,0 h 45 min,2023-10-09 22:30:00.562059,christian_morse,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1440,Other,857,advanced,36,11.45,A Other class,2 h ,2024-03-05 00:30:00.562059,deborah_lambert,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone"
1441,Barre,706,all levels,40,12.19,A Barre class,0 h 30 min,2024-03-03 07:30:00.562059,charles_williams,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina."
1442,Yoga,791,intermediate,39,13.59,A Yoga class,0 h 35 min,2023-10-05 15:00:00.562059,anthony_chapman,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment."
1443,Spinning,683,advanced,3,19.46,A Spinning class,2 h ,2023-08-14 12:00:00.562059,christina_sanders,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience."
1444,Personalized,605,all levels,28,12.3,A Personalized class,2 h ,2024-03-21 20:30:00.562059,scott_smith,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1445,ABS,551,intermediate,47,15.56,A ABS class,0 h 50 min,2024-05-09 23:30:00.562059,vanessa_foley,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability."
1446,Spinning,406,advanced,14,16.37,A Spinning class,2 h ,2023-11-24 12:30:00.562059,christopher_fisher,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience."
1447,Spinning,706,all levels,16,21.16,A Spinning class,0 h 20 min,2023-11-24 17:30:00.562059,charles_williams,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience."
1448,Spinning,933,advanced,28,19.13,A Spinning class,2 h ,2024-03-05 10:00:00.562059,heather_roy,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience."
1449,Spinning,200,advanced,23,18.57,A Spinning class,1 h 35 min,2023-07-05 13:00:00.562059,deborah_powell,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience."
1450,Boxing,590,intermediate,25,14.0,A Boxing class,0 h 35 min,2023-09-04 22:00:00.562059,tiffany_alexander,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress."
1451,Yoga,556,begginer,38,17.82,A Yoga class,2 h ,2023-12-17 18:30:00.562059,tammy_miller,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment."
1452,Kickboxing,214,begginer,10,14.6,A Kickboxing class,0 h 20 min,2024-02-14 11:30:00.562059,james_houston,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment."
1453,Kickboxing,768,begginer,22,8.7,A Kickboxing class,2 h ,2023-08-22 04:00:00.562059,katherine_adams,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment."
1454,Body Pump,759,all levels,47,16.78,A Body Pump class,2 h ,2024-01-15 01:00:00.562059,brian_white,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident."
1455,HIIT,881,advanced,45,17.77,A HIIT class,0 h 55 min,2023-08-16 06:00:00.562059,patricia_brooks,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.
1456,CrossFit,829,advanced,19,14.18,A CrossFit class,1 h 25 min,2024-04-23 03:00:00.562059,james_heath,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness."
1457,Other,847,intermediate,26,9.37,A Other class,0 h 50 min,2023-08-01 15:30:00.562059,holly_green,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone"
1458,Body Pump,846,begginer,31,15.44,A Body Pump class,1 h 30 min,2023-06-05 01:00:00.562059,claudia_sanford,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident."
1459,Body Combat,111,advanced,50,10.48,A Body Combat class,1 h 5 min,2023-11-08 22:00:00.562059,stephanie_lee,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session."
1460,Boxing,359,advanced,36,22.15,A Boxing class,0 h 25 min,2023-10-22 17:00:00.562059,jeffrey_king,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress."
1461,GAP,619,intermediate,38,19.35,A GAP class,1 h 35 min,2024-04-21 03:00:00.562059,dakota_mckinney,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique."
1462,Body Pump,815,all levels,39,19.5,A Body Pump class,2 h ,2024-01-04 01:00:00.562059,amber_day_phd,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident."
1463,Kickboxing,204,intermediate,13,9.55,A Kickboxing class,2 h ,2023-12-22 08:00:00.562059,amber_murphy,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment."
1464,Kickboxing,785,intermediate,6,14.72,A Kickboxing class,2 h ,2024-01-09 03:30:00.562059,carrie_beard,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment."
1465,Spinning,69,intermediate,33,12.61,A Spinning class,1 h 5 min,2023-10-11 04:00:00.562059,nicholas_larson,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience."
1466,Spinning,69,intermediate,50,20.19,A Spinning class,2 h ,2023-11-09 20:30:00.562059,nicholas_larson,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience."
1467,Spinning,350,all levels,28,16.01,A Spinning class,0 h 40 min,2024-05-07 18:00:00.562059,ryan_garcia,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience."
1468,Stretching,90,begginer,7,14.54,A Stretching class,2 h ,2024-05-02 20:30:00.562059,ryan_branch,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief."
1469,Body Combat,435,advanced,43,15.19,A Body Combat class,0 h 20 min,2023-11-30 16:30:00.562059,henry_smith,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session."
1470,Kickboxing,818,intermediate,20,13.32,A Kickboxing class,2 h ,2024-04-25 09:00:00.562059,allison_williams,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment."
1471,Personalized,708,intermediate,15,14.27,A Personalized class,2 h ,2024-03-07 20:00:00.562059,heidi_cox,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1472,Pilates,214,advanced,29,16.08,A Pilates class,1 h 25 min,2023-07-10 08:00:00.562059,james_houston,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace."
1473,GAP,791,intermediate,23,10.0,A GAP class,2 h ,2023-09-10 15:00:00.562059,anthony_chapman,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique."
1474,Total Body Conditioning,439,all levels,3,16.46,A Total Body Conditioning class,0 h 15 min,2023-06-12 23:00:00.562059,kristen_flores,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition."
1475,Boxing,619,advanced,32,10.16,A Boxing class,1 h 5 min,2023-06-28 10:30:00.562059,dakota_mckinney,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress."
1476,Body Pump,708,intermediate,36,13.8,A Body Pump class,2 h ,2023-11-01 19:00:00.562059,heidi_cox,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident."
1477,Personalized,597,advanced,19,14.92,A Personalized class,0 h ,2023-11-05 03:00:00.562059,susan_johnson,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1478,Kickboxing,584,all levels,48,13.61,A Kickboxing class,1 h 35 min,2023-10-05 07:30:00.562059,christine_lee,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment."
1479,Stretching,302,advanced,37,13.27,A Stretching class,2 h ,2023-09-26 18:30:00.562059,trevor_tanner,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief."
1480,ABS,384,intermediate,1,13.06,A ABS class,0 h 20 min,2023-09-24 02:00:00.562059,francisco_santana,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability."
1481,Total Body Conditioning,222,advanced,2,14.24,A Total Body Conditioning class,0 h 30 min,2023-10-16 12:00:00.562059,joel_villarreal,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition."
1482,Aerobics,90,begginer,9,18.54,A Aerobics class,1 h 30 min,2024-03-13 06:00:00.562059,ryan_branch,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout."
1483,HIIT,843,intermediate,32,16.75,A HIIT class,1 h 40 min,2023-12-14 03:00:00.562059,ryan_herrera,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.
1484,Barre,69,intermediate,1,17.04,A Barre class,1 h 45 min,2023-09-12 04:30:00.562059,nicholas_larson,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina."
1485,Aerobics,426,all levels,30,16.02,A Aerobics class,1 h 50 min,2024-05-12 15:00:00.562059,michael_hayes,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout."
1486,Pilates,933,begginer,38,14.66,A Pilates class,0 h 55 min,2023-07-11 11:30:00.562059,heather_roy,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace."
1487,Total Body Conditioning,556,all levels,20,17.34,A Total Body Conditioning class,1 h 35 min,2023-08-31 11:30:00.562059,tammy_miller,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition."
1488,CrossFit,734,begginer,42,14.98,A CrossFit class,2 h ,2023-10-23 05:00:00.562059,amber_crawford,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness."
1489,Yoga,382,advanced,25,12.74,A Yoga class,0 h 10 min,2023-10-10 20:30:00.562059,laura_kelley,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment."
1490,Personalized,510,all levels,47,15.63,A Personalized class,1 h 35 min,2024-05-20 08:30:00.562059,christina_welch,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1491,Other,212,all levels,11,19.62,A Other class,0 h 35 min,2023-10-17 06:30:00.562059,robin_palmer,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone"
1492,Pilates,190,all levels,2,14.81,A Pilates class,2 h ,2024-04-30 05:00:00.562059,dr__jessica_hudson,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace."
1493,Boxing,63,begginer,37,18.19,A Boxing class,0 h 20 min,2023-12-21 07:30:00.562059,william_gibson,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress."
1494,Aerobics,435,advanced,7,12.94,A Aerobics class,0 h 35 min,2023-10-24 21:30:00.562059,henry_smith,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout."
1495,Total Body Conditioning,268,advanced,38,13.79,A Total Body Conditioning class,2 h ,2023-09-22 12:00:00.562059,debra_green,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition."
1496,Total Body Conditioning,319,begginer,46,14.05,A Total Body Conditioning class,0 h 40 min,2023-08-26 20:30:00.562059,edward_baker,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition."
1497,Boxing,163,begginer,9,8.97,A Boxing class,0 h 40 min,2023-06-03 12:30:00.562059,eric_campbell,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress."
1498,Zumba,374,all levels,22,12.53,A Zumba class,2 h ,2024-04-16 20:00:00.562059,daniel_huber,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration."
1499,Personalized,326,all levels,14,18.77,A Personalized class,1 h 50 min,2024-04-14 02:30:00.562059,heidi_shea,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1500,Barre,758,begginer,11,16.14,A Barre class,2 h ,2024-03-31 01:30:00.562059,jessica_russell,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina."
1501,Personalized,616,begginer,5,15.37,A Personalized class,2 h ,2024-03-16 01:30:00.562059,gary_evans,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1502,Zumba,207,all levels,20,13.23,A Zumba class,0 h 25 min,2023-12-28 04:00:00.562059,robert_aguilar_dds,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration."
1503,Other,619,all levels,50,12.43,A Other class,1 h 5 min,2023-06-30 05:00:00.562059,dakota_mckinney,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone"
1504,Other,326,begginer,32,16.86,A Other class,1 h 10 min,2024-03-17 15:30:00.562059,heidi_shea,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone"
1505,Aerobics,0,all levels,10,17.8,A Aerobics class,2 h ,2023-12-13 15:30:00.562059,melissa_aguilar,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout."
1506,Other,189,intermediate,28,18.84,A Other class,0 h 25 min,2023-12-27 05:30:00.562059,ashley_solis,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone"
1507,ABS,870,advanced,43,14.98,A ABS class,2 h ,2023-11-13 22:00:00.562059,alison_garcia,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability."
1508,Boxing,775,all levels,7,18.0,A Boxing class,2 h ,2023-07-20 04:30:00.562059,margaret_petersen,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress."
1509,Body Pump,41,all levels,33,13.29,A Body Pump class,1 h 45 min,2024-01-13 16:00:00.562059,emily_hunter,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident."
1510,Barre,268,begginer,40,18.96,A Barre class,1 h ,2024-04-02 13:00:00.562059,debra_green,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina."
1511,Body Pump,89,all levels,43,13.82,A Body Pump class,2 h ,2023-10-11 17:00:00.562059,joel_phillips,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident."
1512,Yoga,405,advanced,15,20.67,A Yoga class,0 h 25 min,2024-04-11 06:00:00.562059,mary_gonzalez,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment."
1513,Barre,426,all levels,33,13.82,A Barre class,2 h ,2023-12-25 13:30:00.562059,michael_hayes,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina."
1514,HIIT,290,intermediate,40,15.79,A HIIT class,2 h ,2023-06-09 19:30:00.562059,joseph_gallagher,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.
1515,Zumba,161,all levels,17,17.13,A Zumba class,1 h 25 min,2024-01-28 09:00:00.562059,kristen_matthews,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration."
1516,Yoga,118,intermediate,17,18.69,A Yoga class,1 h 50 min,2023-07-23 01:00:00.562059,abigail_turner_dds,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment."
1517,Boxing,143,begginer,12,10.82,A Boxing class,0 h 30 min,2023-10-22 06:30:00.562059,angel_phillips,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress."
1518,Stretching,580,advanced,21,13.9,A Stretching class,2 h ,2023-12-11 11:00:00.562059,candace_williams,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief."
1519,Body Pump,768,intermediate,39,13.04,A Body Pump class,1 h 40 min,2023-09-03 16:30:00.562059,katherine_adams,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident."
1520,Barre,900,advanced,42,15.71,A Barre class,0 h 10 min,2023-08-26 16:30:00.562059,jerry_torres_md,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina."
1521,HIIT,932,all levels,9,16.11,A HIIT class,2 h ,2024-04-25 11:30:00.562059,anita_cherry,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.
1522,Body Combat,278,begginer,50,18.72,A Body Combat class,2 h ,2024-03-25 08:30:00.562059,bryan_cervantes,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session."
1523,HIIT,818,intermediate,9,15.44,A HIIT class,0 h 35 min,2024-04-18 06:00:00.562059,allison_williams,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.
1524,Personalized,645,begginer,23,12.4,A Personalized class,2 h ,2023-07-07 18:00:00.562059,robert_williams,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1525,Yoga,717,intermediate,43,19.15,A Yoga class,2 h ,2023-10-17 09:30:00.562059,kelly_molina,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment."
1526,Body Pump,994,all levels,19,12.67,A Body Pump class,2 h ,2024-02-26 06:30:00.562059,david_hill,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident."
1527,HIIT,900,advanced,10,16.25,A HIIT class,2 h ,2023-10-25 16:00:00.562059,jerry_torres_md,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.
1528,Total Body Conditioning,519,all levels,1,14.12,A Total Body Conditioning class,1 h 15 min,2024-03-23 05:30:00.562059,eddie_hines_dds,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition."
1529,Other,31,all levels,45,17.3,A Other class,2 h ,2023-07-31 08:00:00.562059,katie_griffin,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone"
1530,Spinning,40,all levels,11,16.57,A Spinning class,0 h 15 min,2024-05-09 03:00:00.562059,katherine_grant,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience."
